student_id,subject,marks,cgpa
61,Science,99,3.25
61,History,75,3.25
62,Math,71,3.95
62,English,90,3.95
62,Science,97,3.95
62,History,52,3.95
63,Math,78,3.31
63,English,93,3.31
63,Science,72,3.31
63,History,77,3.31
64,Math,51,2.37
64,English,62,2.37
64,Science,64,2.37
64,History,96,2.37
65,Math,67,2.62
65,English,63,2.62
65,Science,53,2.62
65,History,79,2.62
66,Math,70,2.07
66,English,85,2.07
66,Science,71,2.07
66,History,52,2.07
67,Math,67,2.94
67,English,97,2.94
67,Science,53,2.94
67,History,99,2.94
68,Math,70,2.25
68,English,78,2.25
68,Science,91,2.25
68,History,86,2.25
69,Math,56,2.87
69,English,81,2.87
69,Science,76,2.87
69,History,60,2.87
70,Math,59,3.3
70,English,67,3.3
70,Science,51,3.3
70,History,65,3.3
71,Math,97,2.84
71,English,96,2.84
71,Science,67,2.84
71,History,52,2.84
72,Math,93,3.15
72,English,80,3.15
72,Science,74,3.15
72,History,89,3.15
73,Math,92,2.19
73,English,74,2.19
73,Science,97,2.19
73,History,72,2.19
74,Math,67,3.46
74,English,66,3.46
74,Science,64,3.46
74,History,84,3.46
75,Math,69,2.94
75,English,75,2.94
75,Science,66,2.94
75,History,67,2.94
76,Math,95,2.36
76,English,55,2.36
76,Science,72,2.36
76,History,84,2.36
77,Math,80,3.23
77,English,53,3.23
77,Science,61,3.23
77,History,64,3.23
78,Math,84,3.24
78,English,78,3.24
78,Science,91,3.24
78,History,70,3.24
79,Math,55,2.59
79,English,95,2.59
79,Science,94,2.59
79,History,62,2.59
80,Math,76,3.38
80,English,86,3.38
80,Science,99,3.38
80,History,70,3.38
81,Math,58,2.83
81,English,98,2.83
81,Science,59,2.83
81,History,90,2.83
82,Math,91,3.4
82,English,87,3.4
82,Science,55,3.4
82,History,99,3.4
83,Math,75,2.45
83,English,98,2.45
83,Science,58,2.45
83,History,92,2.45
84,Math,57,3.03
84,English,61,3.03
84,Science,96,3.03
84,History,57,3.03
85,Math,75,2.7
85,English,55,2.7
85,Science,81,2.7
85,History,86,2.7
86,Math,83,2.67
86,English,93,2.67
86,Science,95,2.67
86,History,79,2.67
87,Math,99,2.18
87,English,98,2.18
87,Science,74,2.18
87,History,87,2.18
88,Math,63,3.75
88,English,53,3.75
88,Science,75,3.75
88,History,92,3.75
89,Math,54,2.15
89,English,94,2.15
89,Science,77,2.15
89,History,59,2.15
90,Math,56,3.8
90,English,95,3.8
90,Science,66,3.8
90,History,53,3.8
91,Math,72,2.3
91,English,67,2.3
91,Science,63,2.3
91,History,80,2.3
92,Math,94,2.89
92,English,86,2.89
92,Science,67,2.89
92,History,51,2.89
93,Math,95,2.43
93,English,73,2.43
93,Science,70,2.43
93,History,95,2.43
94,Math,78,3.81
94,English,64,3.81
94,Science,93,3.81
94,History,92,3.81
95,Math,90,3.69
95,English,71,3.69
95,Science,67,3.69
95,History,82,3.69
96,Math,62,3.37
96,English,72,3.37
96,Science,53,3.37
96,History,85,3.37
97,Math,51,3.8
97,English,79,3.8
97,Science,73,3.8
97,History,90,3.8
98,Math,97,2.33
98,English,58,2.33
98,Science,50,2.33
98,History,63,2.33
99,Math,89,3.28
99,English,85,3.28
99,Science,87,3.28
99,History,60,3.28
100,Math,64,3.31
100,English,56,3.31
100,Science,74,3.31
100,History,60,3.31
101,Math,61,3.88
101,English,90,3.88
101,Science,79,3.88
101,History,66,3.88
102,Math,57,3.56
102,English,68,3.56
102,Science,96,3.56
102,History,99,3.56
103,Math,63,2.87
103,English,55,2.87
103,Science,82,2.87
103,History,54,2.87
104,Math,63,3.46
104,English,77,3.46
104,Science,71,3.46
104,History,65,3.46
105,Math,74,3.3
105,English,54,3.3
105,Science,54,3.3
105,History,55,3.3
106,Math,62,2.94
106,English,85,2.94
106,Science,61,2.94
106,History,82,2.94
107,Math,85,2.31
107,English,69,2.31
107,Science,50,2.31
107,History,72,2.31
108,Math,80,2.67
108,English,62,2.67
108,Science,59,2.67
108,History,99,2.67
109,Math,96,2.97
109,English,77,2.97
109,Science,84,2.97
109,History,81,2.97
110,Math,84,3.49
110,English,90,3.49
110,Science,70,3.49
110,History,96,3.49
111,Math,99,2.51
111,English,99,2.51
111,Science,95,2.51
111,History,62,2.51
112,Math,91,2.55
112,English,51,2.55
112,Science,77,2.55
112,History,65,2.55
113,Math,56,2.3
113,English,100,2.3
113,Science,50,2.3
113,History,73,2.3
114,Math,53,2.4
114,English,88,2.4
114,Science,95,2.4
114,History,81,2.4
115,Math,99,2.83
115,English,93,2.83
115,Science,54,2.83
115,History,79,2.83
116,Math,94,2.57
116,English,78,2.57
116,Science,76,2.57
116,History,91,2.57
117,Math,81,3.92
117,English,63,3.92
117,Science,93,3.92
117,History,50,3.92
118,Math,61,3.55
118,English,74,3.55
118,Science,59,3.55
118,History,69,3.55
119,Math,75,2.4
119,English,92,2.4
119,Science,100,2.4
119,History,95,2.4
120,Math,98,3.08
120,English,100,3.08
120,Science,53,3.08
120,History,58,3.08
121,Math,55,3.66
121,English,99,3.66
121,Science,81,3.66
121,History,77,3.66
122,Math,93,3.9
122,English,57,3.9
122,Science,79,3.9
122,History,69,3.9
123,Math,57,2.82
123,English,52,2.82
123,Science,78,2.82
123,History,84,2.82
124,Math,96,2.77
124,English,74,2.77
124,Science,50,2.77
124,History,59,2.77
125,Math,50,2.6
125,English,92,2.6
125,Science,53,2.6
125,History,50,2.6
126,Math,72,3.76
126,English,60,3.76
126,Science,92,3.76
126,History,93,3.76
127,Math,60,2.31
127,English,53,2.31
127,Science,79,2.31
127,History,95,2.31
128,Math,66,2.9
128,English,79,2.9
128,Science,83,2.9
128,History,77,2.9
129,Math,58,3.32
129,English,67,3.32
129,Science,58,3.32
129,History,96,3.32
130,Math,52,2.77
130,English,77,2.77
130,Science,50,2.77
130,History,85,2.77
131,Math,79,3.5
131,English,97,3.5
131,Science,90,3.5
131,History,99,3.5
132,Math,90,3.73
132,English,81,3.73
132,Science,57,3.73
132,History,94,3.73
133,Math,56,3.29
133,English,66,3.29
133,Science,91,3.29
133,History,81,3.29
134,Math,65,2.27
134,English,98,2.27
134,Science,98,2.27
134,History,65,2.27
135,Math,80,3.46
135,English,61,3.46
135,Science,90,3.46
135,History,80,3.46
136,Math,73,2.57
136,English,89,2.57
136,Science,66,2.57
136,History,64,2.57
137,Math,86,3.71
137,English,75,3.71
137,Science,93,3.71
137,History,84,3.71
138,Math,71,3.52
138,English,73,3.52
138,Science,100,3.52
138,History,74,3.52
139,Math,63,3.76
139,English,87,3.76
139,Science,97,3.76
139,History,77,3.76
140,Math,60,2.77
140,English,64,2.77
140,Science,57,2.77
140,History,77,2.77
141,Math,69,3.5
141,English,57,3.5
141,Science,52,3.5
141,History,72,3.5
142,Math,69,2.69
142,English,99,2.69
142,Science,77,2.69
142,History,70,2.69
143,Math,50,3.31
143,English,89,3.31
143,Science,68,3.31
143,History,80,3.31
144,Math,90,2.73
144,English,94,2.73
144,Science,75,2.73
144,History,58,2.73
145,Math,53,3.54
145,English,83,3.54
145,Science,69,3.54
145,History,94,3.54
146,Math,63,3.31
146,English,87,3.31
146,Science,52,3.31
146,History,84,3.31
147,Math,93,3.65
147,English,61,3.65
147,Science,87,3.65
147,History,80,3.65
148,Math,74,2.7
148,English,85,2.7
148,Science,58,2.7
148,History,99,2.7
149,Math,75,3.94
149,English,71,3.94
149,Science,68,3.94
149,History,70,3.94
150,Math,92,3.75
150,English,60,3.75
150,Science,82,3.75
150,History,91,3.75
151,Math,83,2.81
151,English,79,2.81
151,Science,96,2.81
151,History,67,2.81
152,Math,90,3.04
152,English,52,3.04
152,Science,54,3.04
152,History,64,3.04
153,Math,64,3.94
153,English,62,3.94
153,Science,79,3.94
153,History,64,3.94
154,Math,89,2.84
154,English,72,2.84
154,Science,62,2.84
154,History,74,2.84
155,Math,63,2.47
155,English,89,2.47
155,Science,55,2.47
155,History,66,2.47
156,Math,87,2.43
156,English,54,2.43
156,Science,58,2.43
156,History,58,2.43
157,Math,96,2.31
157,English,61,2.31
157,Science,73,2.31
157,History,95,2.31
158,Math,75,3.82
158,English,87,3.82
158,Science,90,3.82
158,History,73,3.82
159,Math,77,2.77
159,English,77,2.77
159,Science,51,2.77
159,History,98,2.77
160,Math,59,3.8
160,English,59,3.8
160,Science,86,3.8
160,History,69,3.8
161,Math,62,2.98
161,English,70,2.98
161,Science,99,2.98
161,History,61,2.98
162,Math,93,3.59
162,English,76,3.59
162,Science,54,3.59
162,History,58,3.59
163,Math,71,3.72
163,English,87,3.72
163,Science,91,3.72
163,History,67,3.72
164,Math,76,2.07
164,English,98,2.07
164,Science,85,2.07
164,History,65,2.07
165,Math,62,2.73
165,English,80,2.73
165,Science,81,2.73
165,History,68,2.73
166,Math,71,3.54
166,English,71,3.54
166,Science,64,3.54
166,History,63,3.54
167,Math,71,3.39
167,English,78,3.39
167,Science,67,3.39
167,History,67,3.39
168,Math,86,3.99
168,English,90,3.99
168,Science,61,3.99
168,History,97,3.99
169,Math,58,2.27
169,English,67,2.27
169,Science,54,2.27
169,History,83,2.27
170,Math,99,2.76
170,English,89,2.76
170,Science,73,2.76
170,History,60,2.76
171,Math,83,2.23
171,English,82,2.23
171,Science,95,2.23
171,History,96,2.23
172,Math,89,2.49
172,English,73,2.49
172,Science,51,2.49
172,History,62,2.49
173,Math,73,2.1
173,English,92,2.1
173,Science,82,2.1
173,History,55,2.1
174,Math,70,3.43
174,English,86,3.43
174,Science,72,3.43
174,History,74,3.43
175,Math,57,2.23
175,English,97,2.23
175,Science,73,2.23
175,History,78,2.23
176,Math,59,3.03
176,English,97,3.03
176,Science,52,3.03
176,History,68,3.03
177,Math,76,2.08
177,English,66,2.08
177,Science,86,2.08
177,History,79,2.08
178,Math,59,3.24
178,English,55,3.24
178,Science,96,3.24
178,History,91,3.24
179,Math,67,2.93
179,English,93,2.93
179,Science,59,2.93
179,History,62,2.93
180,Math,67,3.53
180,English,56,3.53
180,Science,92,3.53
180,History,87,3.53
181,Math,88,3.66
181,English,65,3.66
181,Science,56,3.66
181,History,71,3.66
182,Math,54,3.35
182,English,82,3.35
182,Science,98,3.35
182,History,79,3.35
183,Math,58,3.24
183,English,72,3.24
183,Science,91,3.24
183,History,53,3.24
184,Math,77,3.98
184,English,61,3.98
184,Science,90,3.98
184,History,70,3.98
185,Math,98,3.13
185,English,67,3.13
185,Science,86,3.13
185,History,83,3.13
186,Math,64,3.19
186,English,52,3.19
186,Science,76,3.19
186,History,96,3.19
187,Math,96,2.39
187,English,62,2.39
187,Science,75,2.39
187,History,82,2.39
188,Math,61,3.82
188,English,79,3.82
188,Science,55,3.82
188,History,72,3.82
189,Math,87,2.48
189,English,91,2.48
189,Science,54,2.48
189,History,99,2.48
190,Math,80,3.86
190,English,83,3.86
190,Science,71,3.86
190,History,94,3.86
191,Math,73,3.37
191,English,90,3.37
191,Science,100,3.37
191,History,76,3.37
192,Math,93,3.99
192,English,72,3.99
192,Science,92,3.99
192,History,88,3.99
193,Math,86,3.92
193,English,66,3.92
193,Science,68,3.92
193,History,60,3.92
194,Math,75,2.28
194,English,62,2.28
194,Science,70,2.28
194,History,78,2.28
195,Math,92,3.67
195,English,82,3.67
195,Science,68,3.67
195,History,52,3.67
196,Math,95,2.52
196,English,94,2.52
196,Science,51,2.52
196,History,89,2.52
197,Math,63,2.91
197,English,50,2.91
197,Science,75,2.91
197,History,91,2.91
198,Math,90,2.47
198,English,96,2.47
198,Science,68,2.47
198,History,82,2.47
199,Math,93,3.51
199,English,50,3.51
199,Science,73,3.51
199,History,95,3.51
200,Math,55,2.79
200,English,98,2.79
200,Science,71,2.79
200,History,85,2.79
201,Math,100,2.65
201,English,88,2.65
201,Science,73,2.65
201,History,52,2.65
202,Math,96,3.23
202,English,79,3.23
202,Science,63,3.23
202,History,94,3.23
203,Math,91,2.3
203,English,80,2.3
203,Science,83,2.3
203,History,90,2.3
204,Math,66,3.49
204,English,62,3.49
204,Science,85,3.49
204,History,87,3.49
205,Math,75,3.31
205,English,54,3.31
205,Science,57,3.31
205,History,60,3.31
206,Math,58,2.18
206,English,85,2.18
206,Science,54,2.18
206,History,59,2.18
207,Math,75,3.77
207,English,95,3.77
207,Science,53,3.77
207,History,61,3.77
208,Math,56,3.51
208,English,85,3.51
208,Science,89,3.51
208,History,94,3.51
209,Math,64,2.94
209,English,51,2.94
209,Science,81,2.94
209,History,86,2.94
210,Math,80,2.53
210,English,52,2.53
210,Science,88,2.53
210,History,87,2.53
211,Math,78,2.71
211,English,70,2.71
211,Science,98,2.71
211,History,100,2.71
212,Math,69,3.0
212,English,100,3.0
212,Science,72,3.0
212,History,57,3.0
213,Math,62,2.43
213,English,92,2.43
213,Science,71,2.43
213,History,51,2.43
214,Math,90,2.24
214,English,82,2.24
214,Science,91,2.24
214,History,57,2.24
215,Math,61,3.27
215,English,92,3.27
215,Science,60,3.27
215,History,95,3.27
216,Math,66,3.15
216,English,69,3.15
216,Science,80,3.15
216,History,55,3.15
217,Math,80,2.26
217,English,56,2.26
217,Science,78,2.26
217,History,53,2.26
218,Math,51,3.17
218,English,61,3.17
218,Science,88,3.17
218,History,86,3.17
219,Math,96,3.25
219,English,93,3.25
219,Science,53,3.25
219,History,72,3.25
220,Math,72,3.0
220,English,57,3.0
220,Science,96,3.0
220,History,98,3.0
221,Math,72,2.48
221,English,69,2.48
221,Science,59,2.48
221,History,62,2.48
222,Math,91,2.11
222,English,95,2.11
222,Science,54,2.11
222,History,97,2.11
223,Math,52,3.58
223,English,92,3.58
223,Science,70,3.58
223,History,77,3.58
224,Math,53,3.25
224,English,89,3.25
224,Science,52,3.25
224,History,69,3.25
225,Math,56,3.64
225,English,51,3.64
225,Science,72,3.64
225,History,93,3.64
226,Math,97,2.6
226,English,53,2.6
226,Science,53,2.6
226,History,53,2.6
227,Math,59,3.21
227,English,97,3.21
227,Science,55,3.21
227,History,65,3.21
228,Math,57,2.68
228,English,89,2.68
228,Science,57,2.68
228,History,91,2.68
229,Math,69,3.04
229,English,87,3.04
229,Science,99,3.04
229,History,72,3.04
230,Math,97,3.25
230,English,63,3.25
230,Science,100,3.25
230,History,90,3.25
231,Math,92,2.75
231,English,81,2.75
231,Science,61,2.75
231,History,62,2.75
232,Math,78,2.49
232,English,81,2.49
232,Science,100,2.49
232,History,88,2.49
233,Math,91,3.73
233,English,78,3.73
233,Science,98,3.73
233,History,87,3.73
234,Math,97,2.91
234,English,54,2.91
234,Science,73,2.91
234,History,97,2.91
235,Math,79,2.22
235,English,87,2.22
235,Science,86,2.22
235,History,75,2.22
236,Math,92,3.14
236,English,86,3.14
236,Science,69,3.14
236,History,74,3.14
237,Math,94,2.43
237,English,57,2.43
237,Science,76,2.43
237,History,65,2.43
238,Math,72,2.24
238,English,69,2.24
238,Science,67,2.24
238,History,55,2.24
239,Math,59,3.75
239,English,50,3.75
239,Science,97,3.75
239,History,98,3.75
240,Math,74,3.65
240,English,71,3.65
240,Science,51,3.65
240,History,59,3.65
241,Math,54,2.22
241,English,54,2.22
241,Science,60,2.22
241,History,63,2.22
242,Math,93,3.87
242,English,89,3.87
242,Science,66,3.87
242,History,57,3.87
243,Math,95,2.27
243,English,71,2.27
243,Science,63,2.27
243,History,50,2.27
244,Math,93,2.53
244,English,95,2.53
244,Science,96,2.53
244,History,100,2.53
245,Math,99,2.9
245,English,93,2.9
245,Science,79,2.9
245,History,97,2.9
246,Math,60,2.54
246,English,100,2.54
246,Science,56,2.54
246,History,59,2.54
247,Math,84,3.89
247,English,87,3.89
247,Science,52,3.89
247,History,66,3.89
248,Math,89,3.59
248,English,92,3.59
248,Science,76,3.59
248,History,99,3.59
249,Math,75,3.88
249,English,93,3.88
249,Science,81,3.88
249,History,66,3.88
250,Math,84,2.53
250,English,99,2.53
250,Science,53,2.53
250,History,66,2.53
251,Math,74,2.88
251,English,84,2.88
251,Science,85,2.88
251,History,100,2.88
252,Math,72,3.08
252,English,91,3.08
252,Science,91,3.08
252,History,83,3.08
253,Math,91,3.02
253,English,53,3.02
253,Science,77,3.02
253,History,100,3.02
254,Math,82,3.13
254,English,57,3.13
254,Science,54,3.13
254,History,91,3.13
255,Math,55,3.19
255,English,60,3.19
255,Science,90,3.19
255,History,58,3.19
256,Math,68,3.1
256,English,91,3.1
256,Science,100,3.1
256,History,95,3.1
257,Math,69,2.7
257,English,78,2.7
257,Science,90,2.7
257,History,90,2.7
258,Math,59,3.33
258,English,98,3.33
258,Science,54,3.33
258,History,72,3.33
259,Math,68,2.97
259,English,77,2.97
259,Science,50,2.97
259,History,97,2.97
260,Math,60,3.78
260,English,89,3.78
260,Science,57,3.78
260,History,54,3.78
261,Math,81,2.32
261,English,96,2.32
261,Science,73,2.32
261,History,69,2.32
262,Math,96,3.95
262,English,69,3.95
262,Science,57,3.95
262,History,53,3.95
263,Math,85,3.02
263,English,85,3.02
263,Science,87,3.02
263,History,76,3.02
264,Math,51,2.82
264,English,78,2.82
264,Science,98,2.82
264,History,52,2.82
265,Math,81,3.92
265,English,56,3.92
265,Science,94,3.92
265,History,50,3.92
266,Math,56,2.3
266,English,65,2.3
266,Science,76,2.3
266,History,89,2.3
267,Math,55,2.52
267,English,65,2.52
267,Science,60,2.52
267,History,99,2.52
268,Math,84,2.03
268,English,65,2.03
268,Science,95,2.03
268,History,86,2.03
269,Math,69,3.6
269,English,75,3.6
269,Science,94,3.6
269,History,87,3.6
270,Math,88,3.11
270,English,97,3.11
270,Science,75,3.11
270,History,81,3.11
271,Math,95,3.9
271,English,97,3.9
271,Science,50,3.9
271,History,90,3.9
272,Math,53,3.8
272,English,51,3.8
272,Science,60,3.8
272,History,84,3.8
273,Math,76,2.41
273,English,97,2.41
273,Science,93,2.41
273,History,91,2.41
274,Math,67,2.96
274,English,50,2.96
274,Science,92,2.96
274,History,67,2.96
275,Math,77,3.15
275,English,81,3.15
275,Science,90,3.15
275,History,54,3.15
276,Math,56,3.43
276,English,75,3.43
276,Science,61,3.43
276,History,97,3.43
277,Math,59,2.25
277,English,71,2.25
277,Science,87,2.25
277,History,93,2.25
278,Math,83,3.51
278,English,92,3.51
278,Science,92,3.51
278,History,57,3.51
279,Math,78,4.0
279,English,51,4.0
279,Science,80,4.0
279,History,76,4.0
280,Math,56,2.6
280,English,58,2.6
280,Science,53,2.6
280,History,90,2.6
281,Math,63,3.74
281,English,73,3.74
281,Science,84,3.74
281,History,82,3.74
282,Math,84,3.24
282,English,92,3.24
282,Science,67,3.24
282,History,62,3.24
283,Math,54,3.53
283,English,75,3.53
283,Science,71,3.53
283,History,82,3.53
284,Math,68,3.26
284,English,53,3.26
284,Science,76,3.26
284,History,65,3.26
285,Math,93,3.39
285,English,86,3.39
285,Science,93,3.39
285,History,82,3.39
286,Math,95,2.26
286,English,91,2.26
286,Science,84,2.26
286,History,55,2.26
287,Math,70,3.66
287,English,100,3.66
287,Science,87,3.66
287,History,90,3.66
288,Math,90,2.18
288,English,66,2.18
288,Science,56,2.18
288,History,79,2.18
289,Math,57,2.83
289,English,72,2.83
289,Science,67,2.83
289,History,58,2.83
290,Math,84,3.23
290,English,85,3.23
290,Science,55,3.23
290,History,55,3.23
291,Math,97,3.93
291,English,57,3.93
291,Science,70,3.93
291,History,60,3.93
292,Math,87,3.54
292,English,73,3.54
292,Science,81,3.54
292,History,71,3.54
293,Math,53,3.56
293,English,74,3.56
293,Science,55,3.56
293,History,85,3.56
294,Math,64,2.95
294,English,70,2.95
294,Science,90,2.95
294,History,71,2.95
295,Math,53,2.91
295,English,66,2.91
295,Science,99,2.91
295,History,65,2.91
296,Math,57,3.14
296,English,91,3.14
296,Science,75,3.14
296,History,66,3.14
297,Math,99,3.43
297,English,88,3.43
297,Science,89,3.43
297,History,78,3.43
298,Math,82,2.8
298,English,97,2.8
298,Science,90,2.8
298,History,60,2.8
299,Math,57,2.65
299,English,82,2.65
299,Science,75,2.65
299,History,92,2.65
300,Math,77,2.13
300,English,97,2.13
300,Science,63,2.13
300,History,78,2.13
301,Math,100,3.75
301,English,78,3.75
301,Science,84,3.75
301,History,66,3.75
302,Math,81,2.33
302,English,55,2.33
302,Science,76,2.33
302,History,78,2.33
303,Math,82,2.37
303,English,76,2.37
303,Science,58,2.37
303,History,50,2.37
304,Math,60,2.64
304,English,66,2.64
304,Science,80,2.64
304,History,60,2.64
305,Math,90,3.32
305,English,71,3.32
305,Science,93,3.32
305,History,54,3.32
306,Math,95,3.91
306,English,91,3.91
306,Science,62,3.91
306,History,87,3.91
307,Math,54,3.68
307,English,92,3.68
307,Science,76,3.68
307,History,83,3.68
308,Math,100,3.17
308,English,76,3.17
308,Science,98,3.17
308,History,90,3.17
309,Math,90,2.26
309,English,67,2.26
309,Science,58,2.26
309,History,94,2.26
310,Math,80,3.13
310,English,85,3.13
310,Science,52,3.13
310,History,61,3.13
311,Math,94,3.26
311,English,92,3.26
311,Science,76,3.26
311,History,57,3.26
312,Math,97,3.91
312,English,75,3.91
312,Science,70,3.91
312,History,53,3.91
313,Math,75,3.99
313,English,95,3.99
313,Science,70,3.99
313,History,97,3.99
314,Math,67,3.51
314,English,51,3.51
314,Science,78,3.51
314,History,53,3.51
315,Math,60,2.39
315,English,91,2.39
315,Science,56,2.39
315,History,73,2.39
316,Math,86,3.38
316,English,97,3.38
316,Science,59,3.38
316,History,62,3.38
317,Math,92,2.25
317,English,92,2.25
317,Science,65,2.25
317,History,59,2.25
318,Math,79,2.97
318,English,83,2.97
318,Science,94,2.97
318,History,90,2.97
319,Math,52,3.63
319,English,77,3.63
319,Science,66,3.63
319,History,63,3.63
320,Math,57,2.52
320,English,86,2.52
320,Science,86,2.52
320,History,63,2.52
321,Math,91,2.45
321,English,51,2.45
321,Science,97,2.45
321,History,55,2.45
322,Math,72,3.5
322,English,79,3.5
322,Science,88,3.5
322,History,94,3.5
323,Math,62,2.75
323,English,98,2.75
323,Science,74,2.75
323,History,79,2.75
324,Math,51,2.1
324,English,72,2.1
324,Science,63,2.1
324,History,55,2.1
325,Math,67,3.26
325,English,97,3.26
325,Science,68,3.26
325,History,56,3.26
326,Math,66,3.93
326,English,58,3.93
326,Science,55,3.93
326,History,64,3.93
327,Math,78,3.89
327,English,81,3.89
327,Science,82,3.89
327,History,91,3.89
328,Math,76,3.51
328,English,51,3.51
328,Science,81,3.51
328,History,69,3.51
329,Math,59,2.37
329,English,86,2.37
329,Science,86,2.37
329,History,71,2.37
330,Math,92,2.59
330,English,63,2.59
330,Science,63,2.59
330,History,60,2.59
331,Math,67,2.56
331,English,56,2.56
331,Science,67,2.56
331,History,83,2.56
332,Math,86,3.15
332,English,77,3.15
332,Science,51,3.15
332,History,50,3.15
333,Math,96,3.38
333,English,51,3.38
